base_id,scenario_id,schedule_case,V,AHT,OCC,SHK,Hg,T,week_pattern,p_weekdays,weekday_split,weekday_step,K,ratio_target,pos1,pos2,width1,width2,width_assignment_rule,peak_amplitude_rule,peak_amplitude_ratio
D_28aa34c1b0,D_28aa34c1b0_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,4,12.0,38.0,13.0,17.0,extremes_low_high,equal,2.0
D_28aa34c1b0,D_28aa34c1b0_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,4,12.0,38.0,13.0,17.0,extremes_low_high,equal,2.0
D_291139ccca,D_291139ccca_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,22.0,40.0,13.0,13.0,equal,different_1_gt_2,2.0
D_291139ccca,D_291139ccca_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,22.0,40.0,13.0,13.0,equal,different_1_gt_2,2.0
D_29ab17f132,D_29ab17f132_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,12.0,38.0,13.0,13.0,equal,different_1_gt_2,2.0
D_29ab17f132,D_29ab17f132_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,12.0,38.0,13.0,13.0,equal,different_1_gt_2,2.0
D_29ab63d6a0,D_29ab63d6a0_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,22.0,40.0,13.0,13.0,equal,different_1_lt_2,2.0
D_29ab63d6a0,D_29ab63d6a0_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,22.0,40.0,13.0,13.0,equal,different_1_lt_2,2.0
D_29acdc77cb,D_29acdc77cb_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,10.0,28.0,20.0,20.0,equal,different_1_gt_2,2.0
D_29acdc77cb,D_29acdc77cb_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,10.0,28.0,20.0,20.0,equal,different_1_gt_2,2.0
D_29d2ca5de1,D_29d2ca5de1_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,10.0,28.0,16.0,16.0,equal,different_1_gt_2,2.0
D_29d2ca5de1,D_29d2ca5de1_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,10.0,28.0,16.0,16.0,equal,different_1_gt_2,2.0
D_29f8d5e699,D_29f8d5e699_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,2,12.0,38.0,13.0,17.0,extremes_low_high,different_1_gt_2,2.0
D_29f8d5e699,D_29f8d5e699_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,2,12.0,38.0,13.0,17.0,extremes_low_high,different_1_gt_2,2.0
D_29fce63574,D_29fce63574_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,1,4,36.0,,20.0,,,,
D_29fce63574,D_29fce63574_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,1,4,36.0,,20.0,,,,
D_2a480b24c5,D_2a480b24c5_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,2,10.0,28.0,16.0,25.0,extremes_low_high,different_1_gt_2,2.0
D_2a480b24c5,D_2a480b24c5_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,2,10.0,28.0,16.0,25.0,extremes_low_high,different_1_gt_2,2.0
D_2a770fccb7,D_2a770fccb7_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,2,22.0,40.0,13.0,13.0,equal,different_1_gt_2,2.0
D_2a770fccb7,D_2a770fccb7_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,2,22.0,40.0,13.0,13.0,equal,different_1_gt_2,2.0
D_2a9a4e9e4a,D_2a9a4e9e4a_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,4,22.0,40.0,17.0,17.0,equal,different_1_gt_2,2.0
D_2a9a4e9e4a,D_2a9a4e9e4a_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,4,22.0,40.0,17.0,17.0,equal,different_1_gt_2,2.0
D_2ae6780ead,D_2ae6780ead_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,22.0,40.0,13.0,13.0,equal,different_1_gt_2,2.0
D_2ae6780ead,D_2ae6780ead_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,22.0,40.0,13.0,13.0,equal,different_1_gt_2,2.0
D_2b2decca55,D_2b2decca55_run1,run1,7500,300,0.7,0.2,42,0.5,W1,,,,2,2,10.0,28.0,16.0,16.0,equal,different_1_gt_2,2.0
D_2b2decca55,D_2b2decca55_run2,run2,7500,300,0.7,0.2,42,0.5,W1,,,,2,2,10.0,28.0,16.0,16.0,equal,different_1_gt_2,2.0
D_2bc89e7593,D_2bc89e7593_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,4,10.0,28.0,16.0,25.0,extremes_low_high,different_1_lt_2,2.0
D_2bc89e7593,D_2bc89e7593_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,4,10.0,28.0,16.0,25.0,extremes_low_high,different_1_lt_2,2.0
D_2c1998a913,D_2c1998a913_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,2,10.0,28.0,25.0,25.0,equal,different_1_lt_2,2.0
D_2c1998a913,D_2c1998a913_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,2,10.0,28.0,25.0,25.0,equal,different_1_lt_2,2.0
D_2ca78bf7f2,D_2ca78bf7f2_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,4,22.0,40.0,17.0,13.0,extremes_high_low,different_1_gt_2,2.0
D_2ca78bf7f2,D_2ca78bf7f2_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,4,22.0,40.0,17.0,13.0,extremes_high_low,different_1_gt_2,2.0
D_2cc4909f62,D_2cc4909f62_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,6,22.0,40.0,13.0,13.0,equal,different_1_gt_2,2.0
D_2cc4909f62,D_2cc4909f62_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,6,22.0,40.0,13.0,13.0,equal,different_1_gt_2,2.0
D_2cebf358c6,D_2cebf358c6_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,2,12.0,38.0,13.0,13.0,equal,different_1_lt_2,2.0
D_2cebf358c6,D_2cebf358c6_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,2,12.0,38.0,13.0,13.0,equal,different_1_lt_2,2.0
D_2ceccb3ee0,D_2ceccb3ee0_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,4,10.0,28.0,25.0,16.0,extremes_high_low,equal,2.0
D_2ceccb3ee0,D_2ceccb3ee0_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,4,10.0,28.0,25.0,16.0,extremes_high_low,equal,2.0
D_2cf55d4a5c,D_2cf55d4a5c_run1,run1,7500,300,0.7,0.2,42,0.5,W1,,,,2,2,10.0,28.0,25.0,25.0,equal,different_1_gt_2,2.0
D_2cf55d4a5c,D_2cf55d4a5c_run2,run2,7500,300,0.7,0.2,42,0.5,W1,,,,2,2,10.0,28.0,25.0,25.0,equal,different_1_gt_2,2.0
D_2d73a67ca1,D_2d73a67ca1_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,6,10.0,28.0,25.0,25.0,equal,equal,2.0
D_2d73a67ca1,D_2d73a67ca1_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,6,10.0,28.0,25.0,25.0,equal,equal,2.0
D_2dd3d4d077,D_2dd3d4d077_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,4,22.0,40.0,15.0,15.0,equal,different_1_gt_2,2.0
D_2dd3d4d077,D_2dd3d4d077_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,4,22.0,40.0,15.0,15.0,equal,different_1_gt_2,2.0
D_2e2133f70d,D_2e2133f70d_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,2,12.0,38.0,15.0,15.0,equal,different_1_lt_2,2.0
D_2e2133f70d,D_2e2133f70d_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,2,12.0,38.0,15.0,15.0,equal,different_1_lt_2,2.0
D_2e3e2659fb,D_2e3e2659fb_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,12.0,38.0,15.0,15.0,equal,different_1_lt_2,2.0
D_2e3e2659fb,D_2e3e2659fb_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,12.0,38.0,15.0,15.0,equal,different_1_lt_2,2.0
D_2e4bf57ccd,D_2e4bf57ccd_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,6,12.0,38.0,17.0,13.0,extremes_high_low,different_1_gt_2,2.0
D_2e4bf57ccd,D_2e4bf57ccd_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,6,12.0,38.0,17.0,13.0,extremes_high_low,different_1_gt_2,2.0
D_2e81750bbb,D_2e81750bbb_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,6,12.0,38.0,13.0,17.0,extremes_low_high,equal,2.0
D_2e81750bbb,D_2e81750bbb_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,6,12.0,38.0,13.0,17.0,extremes_low_high,equal,2.0
D_2e891d85e5,D_2e891d85e5_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,2,22.0,40.0,15.0,15.0,equal,different_1_lt_2,2.0
D_2e891d85e5,D_2e891d85e5_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,2,22.0,40.0,15.0,15.0,equal,different_1_lt_2,2.0
D_2ef536d5a4,D_2ef536d5a4_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,6,12.0,38.0,13.0,13.0,equal,equal,2.0
D_2ef536d5a4,D_2ef536d5a4_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,6,12.0,38.0,13.0,13.0,equal,equal,2.0
D_2f28431b04,D_2f28431b04_run1,run1,7500,300,0.7,0.2,42,0.5,W1,,,,1,4,14.0,,16.0,,,,
D_2f28431b04,D_2f28431b04_run2,run2,7500,300,0.7,0.2,42,0.5,W1,,,,1,4,14.0,,16.0,,,,
D_2f87cb8073,D_2f87cb8073_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,12.0,38.0,17.0,17.0,equal,different_1_gt_2,2.0
D_2f87cb8073,D_2f87cb8073_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,12.0,38.0,17.0,17.0,equal,different_1_gt_2,2.0
D_3000000517,D_3000000517_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,10.0,28.0,20.0,20.0,equal,different_1_gt_2,2.0
D_3000000517,D_3000000517_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,10.0,28.0,20.0,20.0,equal,different_1_gt_2,2.0
D_308858a2bc,D_308858a2bc_run1,run1,7500,300,0.7,0.2,42,0.5,W1,,,,1,6,36.0,,16.0,,,,
D_308858a2bc,D_308858a2bc_run2,run2,7500,300,0.7,0.2,42,0.5,W1,,,,1,6,36.0,,16.0,,,,
D_308ec6055c,D_308ec6055c_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,6,22.0,40.0,15.0,15.0,equal,different_1_gt_2,2.0
D_308ec6055c,D_308ec6055c_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,6,22.0,40.0,15.0,15.0,equal,different_1_gt_2,2.0
D_314f5ead60,D_314f5ead60_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,6,10.0,28.0,20.0,20.0,equal,different_1_gt_2,2.0
D_314f5ead60,D_314f5ead60_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,6,10.0,28.0,20.0,20.0,equal,different_1_gt_2,2.0
D_31ab03cedf,D_31ab03cedf_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,4,10.0,28.0,16.0,25.0,extremes_low_high,equal,2.0
D_31ab03cedf,D_31ab03cedf_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,4,10.0,28.0,16.0,25.0,extremes_low_high,equal,2.0
D_31abca89ec,D_31abca89ec_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,1,4,36.0,,16.0,,,,
D_31abca89ec,D_31abca89ec_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,1,4,36.0,,16.0,,,,
D_31b870337f,D_31b870337f_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,2,22.0,40.0,17.0,17.0,equal,equal,2.0
D_31b870337f,D_31b870337f_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,2,22.0,40.0,17.0,17.0,equal,equal,2.0
D_31cb7df16a,D_31cb7df16a_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,12.0,38.0,13.0,13.0,equal,different_1_lt_2,2.0
D_31cb7df16a,D_31cb7df16a_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,12.0,38.0,13.0,13.0,equal,different_1_lt_2,2.0
D_31cca87cef,D_31cca87cef_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,6,12.0,38.0,17.0,13.0,extremes_high_low,different_1_lt_2,2.0
D_31cca87cef,D_31cca87cef_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,6,12.0,38.0,17.0,13.0,extremes_high_low,different_1_lt_2,2.0
D_320da653ed,D_320da653ed_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,6,10.0,28.0,16.0,16.0,equal,different_1_gt_2,2.0
D_320da653ed,D_320da653ed_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,6,10.0,28.0,16.0,16.0,equal,different_1_gt_2,2.0
D_323bf9eebd,D_323bf9eebd_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,6,12.0,38.0,17.0,17.0,equal,different_1_lt_2,2.0
D_323bf9eebd,D_323bf9eebd_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,6,12.0,38.0,17.0,17.0,equal,different_1_lt_2,2.0
D_324b07c436,D_324b07c436_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,6,10.0,28.0,16.0,25.0,extremes_low_high,different_1_gt_2,2.0
D_324b07c436,D_324b07c436_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,6,10.0,28.0,16.0,25.0,extremes_low_high,different_1_gt_2,2.0
D_324ce28f79,D_324ce28f79_run1,run1,7500,300,0.7,0.2,42,0.5,W1,,,,2,4,10.0,28.0,16.0,16.0,equal,different_1_lt_2,2.0
D_324ce28f79,D_324ce28f79_run2,run2,7500,300,0.7,0.2,42,0.5,W1,,,,2,4,10.0,28.0,16.0,16.0,equal,different_1_lt_2,2.0
D_324f26f560,D_324f26f560_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,4,12.0,38.0,15.0,15.0,equal,equal,2.0
D_324f26f560,D_324f26f560_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,4,12.0,38.0,15.0,15.0,equal,equal,2.0
D_326e7c8a01,D_326e7c8a01_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,2,22.0,40.0,13.0,17.0,extremes_low_high,equal,2.0
D_326e7c8a01,D_326e7c8a01_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,2,22.0,40.0,13.0,17.0,extremes_low_high,equal,2.0
D_32ba5ca461,D_32ba5ca461_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,4,12.0,38.0,13.0,17.0,extremes_low_high,equal,2.0
D_32ba5ca461,D_32ba5ca461_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,4,12.0,38.0,13.0,17.0,extremes_low_high,equal,2.0
D_3301664a88,D_3301664a88_run1,run1,7500,300,0.7,0.2,42,0.5,W1,,,,2,4,22.0,40.0,17.0,17.0,equal,different_1_gt_2,2.0
D_3301664a88,D_3301664a88_run2,run2,7500,300,0.7,0.2,42,0.5,W1,,,,2,4,22.0,40.0,17.0,17.0,equal,different_1_gt_2,2.0
D_3344647291,D_3344647291_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,1,2,14.0,,20.0,,,,
D_3344647291,D_3344647291_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,1,2,14.0,,20.0,,,,
D_336672f014,D_336672f014_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,10.0,28.0,20.0,20.0,equal,different_1_lt_2,2.0
D_336672f014,D_336672f014_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,10.0,28.0,20.0,20.0,equal,different_1_lt_2,2.0
D_337b029054,D_337b029054_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,6,22.0,40.0,13.0,17.0,extremes_low_high,different_1_lt_2,2.0
D_337b029054,D_337b029054_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,6,22.0,40.0,13.0,17.0,extremes_low_high,different_1_lt_2,2.0
D_34001fdbe6,D_34001fdbe6_run1,run1,7500,300,0.7,0.2,42,0.5,W1,,,,2,6,22.0,40.0,17.0,17.0,equal,different_1_gt_2,2.0
D_34001fdbe6,D_34001fdbe6_run2,run2,7500,300,0.7,0.2,42,0.5,W1,,,,2,6,22.0,40.0,17.0,17.0,equal,different_1_gt_2,2.0
D_340774318f,D_340774318f_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,4,22.0,40.0,15.0,15.0,equal,different_1_gt_2,2.0
D_340774318f,D_340774318f_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,4,22.0,40.0,15.0,15.0,equal,different_1_gt_2,2.0
D_342bb4f5fb,D_342bb4f5fb_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,2,22.0,40.0,13.0,13.0,equal,different_1_lt_2,2.0
D_342bb4f5fb,D_342bb4f5fb_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,2,22.0,40.0,13.0,13.0,equal,different_1_lt_2,2.0
D_349f63cae4,D_349f63cae4_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,4,22.0,40.0,13.0,17.0,extremes_low_high,different_1_lt_2,2.0
D_349f63cae4,D_349f63cae4_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,4,22.0,40.0,13.0,17.0,extremes_low_high,different_1_lt_2,2.0
D_34d00051fa,D_34d00051fa_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,4,10.0,28.0,20.0,20.0,equal,different_1_gt_2,2.0
D_34d00051fa,D_34d00051fa_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,4,10.0,28.0,20.0,20.0,equal,different_1_gt_2,2.0
D_34e152f5a0,D_34e152f5a0_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,4,22.0,40.0,13.0,17.0,extremes_low_high,different_1_gt_2,2.0
D_34e152f5a0,D_34e152f5a0_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,4,22.0,40.0,13.0,17.0,extremes_low_high,different_1_gt_2,2.0
D_3501d652b2,D_3501d652b2_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,2,10.0,28.0,20.0,20.0,equal,different_1_gt_2,2.0
D_3501d652b2,D_3501d652b2_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,2,10.0,28.0,20.0,20.0,equal,different_1_gt_2,2.0
D_35b830110f,D_35b830110f_run1,run1,7500,300,0.7,0.2,42,0.5,W1,,,,2,6,22.0,40.0,17.0,17.0,equal,different_1_lt_2,2.0
D_35b830110f,D_35b830110f_run2,run2,7500,300,0.7,0.2,42,0.5,W1,,,,2,6,22.0,40.0,17.0,17.0,equal,different_1_lt_2,2.0
D_35bb83dc7a,D_35bb83dc7a_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,6,22.0,40.0,17.0,13.0,extremes_high_low,different_1_gt_2,2.0
D_35bb83dc7a,D_35bb83dc7a_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,2,6,22.0,40.0,17.0,13.0,extremes_high_low,different_1_gt_2,2.0
D_35c2f268ae,D_35c2f268ae_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,4,12.0,38.0,17.0,13.0,extremes_high_low,equal,2.0
D_35c2f268ae,D_35c2f268ae_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,4,12.0,38.0,17.0,13.0,extremes_high_low,equal,2.0
D_35d20a21ea,D_35d20a21ea_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,1,4,36.0,,16.0,,,,
D_35d20a21ea,D_35d20a21ea_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,1,4,36.0,,16.0,,,,
D_35df3b7174,D_35df3b7174_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,12.0,38.0,15.0,15.0,equal,different_1_gt_2,2.0
D_35df3b7174,D_35df3b7174_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,2,12.0,38.0,15.0,15.0,equal,different_1_gt_2,2.0
D_35fe551029,D_35fe551029_run1,run1,7500,300,0.7,0.2,42,0.5,W1,,,,1,4,25.0,,24.0,,,,
D_35fe551029,D_35fe551029_run2,run2,7500,300,0.7,0.2,42,0.5,W1,,,,1,4,25.0,,24.0,,,,
D_3607b9788f,D_3607b9788f_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,6,10.0,28.0,25.0,16.0,extremes_high_low,different_1_lt_2,2.0
D_3607b9788f,D_3607b9788f_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,6,10.0,28.0,25.0,16.0,extremes_high_low,different_1_lt_2,2.0
D_3664ba43c2,D_3664ba43c2_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,4,12.0,38.0,13.0,13.0,equal,different_1_lt_2,2.0
D_3664ba43c2,D_3664ba43c2_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,decreasing-to-friday,0.02,2,4,12.0,38.0,13.0,13.0,equal,different_1_lt_2,2.0
D_3666860030,D_3666860030_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,12.0,38.0,13.0,17.0,extremes_low_high,equal,2.0
D_3666860030,D_3666860030_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,12.0,38.0,13.0,17.0,extremes_low_high,equal,2.0
D_36acddd5cf,D_36acddd5cf_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,6,10.0,28.0,25.0,25.0,equal,different_1_gt_2,2.0
D_36acddd5cf,D_36acddd5cf_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,increasing-to-friday,0.02,2,6,10.0,28.0,25.0,25.0,equal,different_1_gt_2,2.0
D_36c118354f,D_36c118354f_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,6,12.0,38.0,17.0,17.0,equal,equal,2.0
D_36c118354f,D_36c118354f_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.85,uniform,0.02,2,6,12.0,38.0,17.0,17.0,equal,equal,2.0
D_36c6b2d4d7,D_36c6b2d4d7_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,2,10.0,28.0,16.0,16.0,equal,equal,2.0
D_36c6b2d4d7,D_36c6b2d4d7_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,2,2,10.0,28.0,16.0,16.0,equal,equal,2.0
D_36dedd3860,D_36dedd3860_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,1,2,25.0,,16.0,,,,
D_36dedd3860,D_36dedd3860_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,increasing-to-friday,0.02,1,2,25.0,,16.0,,,,
D_37e5a8be01,D_37e5a8be01_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,12.0,38.0,17.0,13.0,extremes_high_low,different_1_gt_2,2.0
D_37e5a8be01,D_37e5a8be01_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,decreasing-to-friday,0.02,2,2,12.0,38.0,17.0,13.0,extremes_high_low,different_1_gt_2,2.0
D_37f4883184,D_37f4883184_run1,run1,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,1,6,25.0,,16.0,,,,
D_37f4883184,D_37f4883184_run2,run2,7500,300,0.7,0.2,42,0.5,W2,0.95,uniform,0.02,1,6,25.0,,16.0,,,,
D_3814156247,D_3814156247_run1,run1,7500,300,0.7,0.2,42,0.5,W1,,,,2,6,22.0,40.0,13.0,13.0,equal,different_1_gt_2,2.0
D_3814156247,D_3814156247_run2,run2,7500,300,0.7,0.2,42,0.5,W1,,,,2,6,22.0,40.0,13.0,13.0,equal,different_1_gt_2,2.0
